ATM50170;Республика Башкортостан Район Стерлитамакский Город Стерлитамак Улица Гоголя Дом 3;;;;;;;;;;;;;;;;;;;
ATM50171;Область Амурская Город Благовещенск Улица Институтская Дом 6;;;;;;;;;;;;;;;;;;;
ATM50175;Республика Саха /Якутия/ Улус Алданский Поселок городского типа Нижний Куранах Улица Строительная Дом 7а;;;;;;;;;;;;;;;;;;;
ATM50182;Область Брянская Город Клинцы Улица Ворошилова Дом 3;;;;;;;;;;;;;;;;;;;
ATM50189;"Республика Хакасия Город Абакан Улица Крылова Дом 66 ""б""";;;;;;;;;;;;;;;;;;;
ATM50193;Город Москва Улица Привольная Дом 70 стр 1;;;;;;;;;;;;;;;;;;;
ATM50194;Область Московская Район Истринский Деревня Лешково;;;;;;;;;;;;;;;;;;;
ATM50195;Город Санкт-Петербург Проспект Искровский Дом 29, кор. 2, лит.А;;;;;;;;;;;;;;;;;;;
ATM50196;Город Санкт-Петербург Улица Советская 2-я Дом 17, лит. А;;;;;;;;;;;;;;;;;;;
ATM50197;Город Санкт-Петербург Проспект Комендантский Дом 11;;;;;;;;;;;;;;;;;;;
ATM50198;Область Оренбургская Город Оренбург Шоссе Шарлыкское Дом 1;;;;;;;;;;;;;;;;;;;
ATM50204;Область Амурская Город Тында Улица Красная Пресня Дом 10;;;;;;;;;;;;;;;;;;;
ATM50205;Республика Башкортостан Город Нефтекамск Проспект комсомольский Дом 13;;;;;;;;;;;;;;;;;;;
ATM50206;Республика Тыва Город Кызыл Улица Кочетова Дом 104;;;;;;;;;;;;;;;;;;;
ATM50211;Область Брянская Город Брянск Улица 3 Интернационала Дом 8;;;;;;;;;;;;;;;;;;;
ATM50218;Область Самарская Город Тольятти Улица Комсомольская Дом 76;;;;;;;;;;;;;;;;;;;
ATM50219;Республика Мордовия Город Саранск Улица Коммунистическая Дом 34;;;;;;;;;;;;;;;;;;;
ATM50232;Область Волгоградская Город Волжский Проспект Ленина Дом 43;;;;;;;;;;;;;;;;;;;
ATM50233;Область Пензенская Город Пенза Проспект Строителей Дом 1-В;;;;;;;;;;;;;;;;;;;
ATM50234;Область Московская Город Коломна Улица Цементников Дом 1;;;;;;;;;;;;;;;;;;;
ATM50237;Область Томская Город Томск Улица Иркутский тракт Дом 26;;;;;;;;;;;;;;;;;;;
ATM50238;Республика Татарстан Район Альметьевский Город Альметьевск Улица Ленина Дом 33;;;;;;;;;;;;;;;;;;;
ATM50239;Область Калининградская Город Калининград Проспект Ленинский Дом 30А;;;;;;;;;;;;;;;;;;;
ATM50240;Область Томская Город Томск Проспект Мира Дом 26;;;;;;;;;;;;;;;;;;;
ATM50243;Республика Тыва Город Кызыл Улица Ленина Дом 32;;;;;;;;;;;;;;;;;;;
ATM50244;Область Рязанская Город Рязань Шоссе Московское Дом 21;;;;;;;;;;;;;;;;;;;
ATM50245;Область Саратовская Город Вольск Улица Цементников Дом 1;;;;;;;;;;;;;;;;;;;
ATM50246;Область Саратовская Город Вольск Улица Цементников Дом 1;;;;;;;;;;;;;;;;;;;
ATM50248;Область Костромская Район Костромской Город Кострома Улица Смоленская Дом 32;;;;;;;;;;;;;;;;;;;
ATM50250;Край Алтайский Город Барнаул Проспект Ленина Дом 102В;;;;;;;;;;;;;;;;;;;
ATM50260;Край Краснодарский Город Сочи Улица Орджоникидзе Дом 11;;;;;;;;;;;;;;;;;;;
ATM50262;Край Забайкальский Город Чита Улица Суворова Дом 1;;;;;;;;;;;;;;;;;;;
ATM50268;Область Владимирская Город Владимир Улица Полины Осипенко Дом 62а;;;;;;;;;;;;;;;;;;;
ATM50273;Край Хабаровский Город Хабаровск Улица Ленина Дом 43 А;;;;;;;;;;;;;;;;;;;
ATM50297;Республика Татарстан Город Казань Улица Проспект Ямашева Дом 82;;;;;;;;;;;;;;;;;;;
ATM50298;Республика Татарстан Город Елабуга Улица Ш-2 Строение к4/1;;;;;;;;;;;;;;;;;;;
ATM50307;Область Мурманская Город Мурманск Проезд Портовый Дом 31;;;;;;;;;;;;;;;;;;;
ATM50316;Город Москва Проспект Ленинградский Дом 39/3;;;;;;;;;;;;;;;;;;;
ATM50317;Город Москва Улица Новослободская Дом 23;;;;;;;;;;;;;;;;;;;
ATM50399;Область Томская Город Томск Проспект Ленина Дом 73;;;;;;;;;;;;;;;;;;;
ATM50400;Край Забайкальский Город Чита Улица Ленина Дом 24;;;;;;;;;;;;;;;;;;;
ATM50402;Область Амурская Город Белогорск Улица Никольское шоссе Дом 38;;;;;;;;;;;;;;;;;;;
ATM50418;Область Тюменская Город Тюмень Улица Федюнинского Дом 67;;;;;;;;;;;;;;;;;;;
ATM50420;Край Красноярский Район Емельяновский Поселок Солонцы Проспект Котельникова Дом 1;;;;;;;;;;;;;;;;;;;
ATM50424;Край Красноярский Город Красноярск Улица Красной Армии Дом 16А;;;;;;;;;;;;;;;;;;;
ATM50425;Край Красноярский Город Красноярск Улица Сибирская Дом 92;;;;;;;;;;;;;;;;;;;
ATM50426;Край Красноярский Город Красноярск Улица Чернышевского Дом 71;;;;;;;;;;;;;;;;;;;
ATM50466;Область Пензенская Город Пенза Улица Пенза-5 Дом 20;;;;;;;;;;;;;;;;;;;
ATM50478;Область Кемеровская Город Новокузнецк Улица Кирова Дом 55;;;;;;;;;;;;;;;;;;;
ATM50479;Область Кемеровская Город Ленинск-Кузнецкий Улица Топкинская Дом 180;;;;;;;;;;;;;;;;;;;
ATM50480;Область Волгоградская Город Волгоград Бульвар им Энгельса Дом 20;;;;;;;;;;;;;;;;;;;
ATM50489;Край Красноярский Город Норильск Улица Строителей Дом 21;;;;;;;;;;;;;;;;;;;
ATM50490;Край Красноярский Город Красноярск Улица Мусоргского Дом 15;;;;;;;;;;;;;;;;;;;
ATM50520;Край Приморский Город Владивосток Улица Новоивановская Дом 3;;;;;;;;;;;;;;;;;;;
ATM50522;Область Нижегородская Город Нижний Новгород Улица Бетанкура Дом 1а;;;;;;;;;;;;;;;;;;;
ATM50523;Край Краснодарский Город Краснодар Улица Мира Дом 35;;;;;;;;;;;;;;;;;;;
ATM50524;Город Москва Набережная Академика Туполева Дом 15к22;;;;;;;;;;;;;;;;;;;
ATM50527;Область Пензенская Город Пенза Проезд Клары Цеткин Дом 44А;;;;;;;;;;;;;;;;;;;
ATM50529;Город Москва Шоссе Очаковское Дом 18 стр. 3;;;;;;;;;;;;;;;;;;;
ATM50557;Область Московская Район Домодедовский Город Домодедово Территория Аэропорт Домодедово Территория Строение 1;;;;;;;;;;;;;;;;;;;
ATM50558;Область Московская Район Домодедовский Город Домодедово Территория Аэропорт Домодедово Территория Строение 1;;;;;;;;;;;;;;;;;;;
ATM50564;Область Ярославская Город Ярославль Проезд Промышленный 2-й Дом 11;;;;;;;;;;;;;;;;;;;
ATM50577;Область Липецкая Город Липецк Проспект им 60-летия СССР Дом 23-А;;;;;;;;;;;;;;;;;;;
ATM50579;Область Костромская Район Костромской Город Кострома Улица Смоленская Дом 32;;;;;;;;;;;;;;;;;;;
ATM50589;Край Приморский Город Владивосток Улица Анны Щетининой Дом 21;;;;;;;;;;;;;;;;;;;
ATM50591;Край Приморский Город Владивосток Улица Адмирала Юмашева Дом 7Б;;;;;;;;;;;;;;;;;;;
ATM50611;Область Ростовская Город Ростов-на-Дону Улица Менжинского Дом 2/13/1;;;;;;;;;;;;;;;;;;;
ATM50657;Область Томская Город Томск Улица Карла Маркса Дом 56;;;;;;;;;;;;;;;;;;;
ATM50662;Область Ивановская Город Иваново Улица 8 Марта Дом 32;;;;;;;;;;;;;;;;;;;
ATM50663;Область Томская Город Томск Проспект Фрунзе Дом 18;;;;;;;;;;;;;;;;;;;
ATM50664;Республика Калмыкия Город Элиста Улица Ипподромная Дом 15Б;;;;;;;;;;;;;;;;;;;
ATM50669;Область Амурская Город Шимановск Улица Орджоникидзе Дом 38;;;;;;;;;;;;;;;;;;;
ATM50701;Область Московская Город Орехово-Зуево Улица Ленина Дом 15;;;;;;;;;;;;;;;;;;;
ATM50702;Край Хабаровский Район Нанайский Село Троицкое Улица Имени В.А.Пушникова Дом 10;;;;;;;;;;;;;;;;;;;
ATM50703;Область Курская Город Курск Улица Ленина Дом 94;;;;;;;;;;;;;;;;;;;
ATM50704;"Город Москва Улица Менжинского Дом 38	2/2";;;;;;;;;;;;;;;;;;;
ATM50707;Область Орловская Район Ливенский Город Ливны Улица Кирова Дом 1;;;;;;;;;;;;;;;;;;;
ATM50714;Город Санкт-Петербург Улица Прогонная Дом 1;;;;;;;;;;;;;;;;;;;
ATM50721;Республика Калмыкия Город Элиста Улица им Буденного С.М. Дом 7А;;;;;;;;;;;;;;;;;;;
ATM50758;Город Москва Улица Гурьянова Дом 83стр1;;;;;;;;;;;;;;;;;;;
ATM50762;Область Ростовская Город Ростов-на-Дону Улица Менжинского Дом 2/13/1;;;;;;;;;;;;;;;;;;;
ATM50765;Край Красноярский Город Красноярск Улица Судостроительная Дом 58;;;;;;;;;;;;;;;;;;;
ATM50807;Республика Башкортостан Район Уфимский Город Уфа Проезд Лесной Дом 3;;;;;;;;;;;;;;;;;;;
ATM50809;Республика Марий Эл Город Йошкар-Ола Улица Йывана Кырли Дом 25;;;;;;;;;;;;;;;;;;;
ATM50816;Область Оренбургская Город Оренбург Улица Аксакова Дом 8;;;;;;;;;;;;;;;;;;;
ATM50818;Область Тюменская Город Тюмень Улица Республики Дом 250 Б;;;;;;;;;;;;;;;;;;;
ATM50820;Область Сахалинская Город Южно-Сахалинск Улица Комсомольская Дом 200;;;;;;;;;;;;;;;;;;;
ATM50862;Край Приморский Город Артем Улица Кирова Дом 148;;;;;;;;;;;;;;;;;;;
ATM50868;Республика Саха /Якутия/ Поселок Серебряный Бор;;;;;;;;;;;;;;;;;;;
ATM50870;Республика Саха /Якутия/ Город Якутск Микрорайон Птицефабрика Дом 1 а;;;;;;;;;;;;;;;;;;;
ATM50875;Город Москва Проезд Багратионовский Дом 5 стр. 45;;;;;;;;;;;;;;;;;;;
ATM50910;Область Ростовская Город Азов Переулок Некрасова Дом 47;;;;;;;;;;;;;;;;;;;
ATM50920;Город Москва Улица Смольная Дом 22;;;;;;;;;;;;;;;;;;;
ATM50922;Край Забайкальский Город Чита Улица Амурская Дом 88;;;;;;;;;;;;;;;;;;;
ATM50923;Область Ростовская Город Ростов-на-Дону Улица Города Волос Дом 70;;;;;;;;;;;;;;;;;;;
ATM50962;Область Амурская Город Благовещенск Улица Октябрьская Дом 108;;;;;;;;;;;;;;;;;;;
ATM50964;Край Красноярский Город Красноярск Улица Караульная Дом 45;;;;;;;;;;;;;;;;;;;
ATM51002;Край Красноярский Город Красноярск Улица им. Сергея Лазо Дом 12Д;;;;;;;;;;;;;;;;;;;
ATM51006;Край Красноярский Город Красноярск Улица 9 Мая Дом 55;;;;;;;;;;;;;;;;;;;
ATM51045;Область Магаданская Город Магадан Проспект Карла Маркса Дом 63;;;;;;;;;;;;;;;;;;;
ATM51147;Город Санкт-Петербург Улица Прогонная Дом 1;;;;;;;;;;;;;;;;;;;
ATM51326;Край Красноярский Город Норильск Улица Космонавтов Дом 39;;;;;;;;;;;;;;;;;;;
ATM51330;Край Красноярский Город Норильск Улица Ветеранов Дом 19;;;;;;;;;;;;;;;;;;;
ATM51332;Край Красноярский Город Норильск Улица Надеждинская Дом 10а;;;;;;;;;;;;;;;;;;;
ATM51492;Город Москва Улица Хуторская 2-я Дом 38 А стр. 9;;;;;;;;;;;;;;;;;;;
ATM51493;Область Челябинская Район Сосновский Деревня Таловка;;;;;;;;;;;;;;;;;;;
ATM51494;Республика Башкортостан Район Уфимский Город Уфа Улица Рубежная Дом 176;;;;;;;;;;;;;;;;;;;
ATM51499;Город Москва Улица Земляной Вал Дом 23 стр.1;;;;;;;;;;;;;;;;;;;
ATM51500;Город Москва Улица Земляной Вал Дом 23 стр. 1;;;;;;;;;;;;;;;;;;;
ATM51501;Область Челябинская Город Челябинск Площадь МОПРа Дом 9;;;;;;;;;;;;;;;;;;;
ATM51503;Область Челябинская Город Челябинск Улица Румянцева Дом 28к2;;;;;;;;;;;;;;;;;;;
ATM51507;Область Тюменская Город Тюмень Улица Республики Дом 173;;;;;;;;;;;;;;;;;;;
ATM51509;Область Саратовская Город Саратов Тракт Вольский Дом 2/1;;;;;;;;;;;;;;;;;;;
ATM51510;Город Москва Дорога МКАД 24 км Владение 1;;;;;;;;;;;;;;;;;;;
ATM51512;Город Москва Улица Якиманка Б. Дом 52;;;;;;;;;;;;;;;;;;;
ATM51523;Край Красноярский Район Новоселовский Поселок Анаш Улица Октябрьская Дом 20;;;;;;;;;;;;;;;;;;;
ATM51537;Город Москва Улица Зорге Дом 1;;;;;;;;;;;;;;;;;;;
ATM51613;Город Москва Улица Зорге Дом 1;;;;;;;;;;;;;;;;;;;
ATM51645;Область Ярославская Город Ярославль Улица Свободы Дом 2;;;;;;;;;;;;;;;;;;;
ATM51647;Город Москва Улица Авиамоторная Дом 12;;;;;;;;;;;;;;;;;;;
ATM51648;Область Московская Город Дубна Улица Приборостроителей Дом 2;;;;;;;;;;;;;;;;;;;
ATM51659;Край Красноярский Район Таймырский Долгано-Ненецкий Город Дудинка Улица Советская Дом 35;;;;;;;;;;;;;;;;;;;
ATM51719;Край Красноярский Город Норильск Улица Вокзальная Дом 28Г;;;;;;;;;;;;;;;;;;;
ATM51781;Край Красноярский Город Норильск Улица Диксона Дом 11;;;;;;;;;;;;;;;;;;;
ATM51793;Край Приморский Город Владивосток Улица Калинина Дом 204 б;;;;;;;;;;;;;;;;;;;
ATM51818;Край Приморский Город Артем Улица Ленина Дом 6;;;;;;;;;;;;;;;;;;;
ATM51824;Край Красноярский Город Норильск Проспект Ленинский Дом 28;;;;;;;;;;;;;;;;;;;
ATM52123;Область Челябинская Город Челябинск Улица Труда Дом 166;;;;;;;;;;;;;;;;;;;
ATM52124;Область Воронежская Район Лискинский Город Лиски Улица Индустриальная Дом 3;;;;;;;;;;;;;;;;;;;
ATM52125;Край Приморский Город Большой Камень Улица Маслакова Дом 10;;;;;;;;;;;;;;;;;;;
ATM52127;Город Москва Улица Новочеремушкинская Дом 10;;;;;;;;;;;;;;;;;;;
ATM52129;Область Липецкая Город Липецк Улица Советская Дом 4;;;;;;;;;;;;;;;;;;;
ATM52261;Область Московская Район Домодедовский Город Домодедово Территория Аэропорт Домодедово Территория Строение 8;;;;;;;;;;;;;;;;;;;
ATM52262;Область Московская Район Домодедовский Город Домодедово Территория Аэропорт Домодедово Территория Строение 22;;;;;;;;;;;;;;;;;;;
ATM52264;Область Московская Район Мытищинский Деревня Шолохово Километр 1-й  автодороги Шолохово-Федоскино Владение 4 стр 2;;;;;;;;;;;;;;;;;;;
ATM52269;Область Московская Район Домодедовский Город Домодедово Территория Аэропорт Домодедово Территория Строение 1;;;;;;;;;;;;;;;;;;;
ATM52270;Область Московская Район Домодедовский Город Домодедово Территория Аэропорт Домодедово Территория Строение 1;;;;;;;;;;;;;;;;;;;
ATM52271;Область Московская Район Домодедовский Город Домодедово Территория Аэропорт Домодедово Территория Строение 1;;;;;;;;;;;;;;;;;;;
ATM52273;Область Московская Район Домодедовский Город Домодедово Территория Аэропорт Домодедово Территория Строение 23;;;;;;;;;;;;;;;;;;;
ATM52274;Область Московская Район Домодедовский Город Домодедово Территория Аэропорт Домодедово Территория Строение 2, 2 этаж;;;;;;;;;;;;;;;;;;;
ATM52297;Область Московская Район Домодедовский Город Домодедово Территория Аэропорт Домодедово Территория Строение 9;;;;;;;;;;;;;;;;;;;
ATM52317;Республика Тыва Город Кызыл Улица Дружбы Дом 13 А;;;;;;;;;;;;;;;;;;;
ATM52319;Республика Тыва Город Кызыл Улица Колхозная Дом 2;;;;;;;;;;;;;;;;;;;
ATM52320;Край Краснодарский Город Краснодар Улица Тюляева Дом 2;;;;;;;;;;;;;;;;;;;
ATM52332;Область Нижегородская Город Бор Улица Крупской Дом 24;;;;;;;;;;;;;;;;;;;
ATM52433;Город Санкт-Петербург Проспект Культуры Дом 41;;;;;;;;;;;;;;;;;;;
ATM52579;Край Приморский Город Владивосток Улица Трамвайная Дом 14Б;;;;;;;;;;;;;;;;;;;
ATM52605;Автономный округ Ханты-Мансийский Автономный округ - Югра Поселок Солнечный Территория Первая Солнечная промзона Дом 1, 2/1;;;;;;;;;;;;;;;;;;;
ATM52616;Край Красноярский Город Норильск Улица Талнахская Дом 43а;;;;;;;;;;;;;;;;;;;
ATM52751;Край Хабаровский Район Охотский Поселок Аэропорт;;;;;;;;;;;;;;;;;;;
ATM52804;Край Красноярский Город Норильск Улица Таймырская Дом 8;;;;;;;;;;;;;;;;;;;
ATM52806;Край Камчатский Район Елизовский Город Елизово Улица Ленина Дом 10;;;;;;;;;;;;;;;;;;;
ATM52808;Край Камчатский Город Петропавловск-Камчатский Проспект Победы Дом 67/2;;;;;;;;;;;;;;;;;;;
ATM52809;Область Пензенская Город Пенза Проспект Строителей Дом 40;;;;;;;;;;;;;;;;;;;
ATM52827;Край Краснодарский Район Анапский Город Анапа Улица Крымская Дом 272;;;;;;;;;;;;;;;;;;;
ATM52836;Республика Саха /Якутия/ Город Якутск Площадь Привокзальная Дом 10;;;;;;;;;;;;;;;;;;;
ATM52920;Край Краснодарский Город Сочи Улица Пирогова Дом 10;;;;;;;;;;;;;;;;;;;
ATM52924;Область Тюменская Город Тобольск Улица Зона ВУЗов Дом 4;;;;;;;;;;;;;;;;;;;
ATM52928;Область Новосибирская Город Новосибирск Ветка метро Дзержинская Станция метро Золотая Нива;;;;;;;;;;;;;;;;;;;
ATM52930;Город Москва Площадь Преображенская Дом 8;;;;;;;;;;;;;;;;;;;
ATM52931;Город Москва Деревня Шарапово Улица Придорожная Дом 14 стр 2;;;;;;;;;;;;;;;;;;;
ATM52934;Республика Калмыкия Район Городовиковский Город Городовиковск Улица Буденного Дом 1;;;;;;;;;;;;;;;;;;;
ATM52955;Край Приморский Город Артем Улица Фрунзе Дом 32 А;;;;;;;;;;;;;;;;;;;
ATM52968;Область Нижегородская Город Нижний Новгород Проспект Гагарина Дом 37 корп. 39;;;;;;;;;;;;;;;;;;;
ATM52984;Край Красноярский Район Таймырский Долгано-Ненецкий Город Дудинка Улица Островского Дом 9;;;;;;;;;;;;;;;;;;;
ATM53001;Республика Тыва Город Кызыл Улица Ленина Дом 18;;;;;;;;;;;;;;;;;;;
ATM53004;Республика Тыва Город Кызыл Улица Кочетова Дом 68;;;;;;;;;;;;;;;;;;;
ATM53209;Республика Тыва Город Кызыл Улица Ооржак Лопсанчапа Дом 40;;;;;;;;;;;;;;;;;;;
ATM53214;Область Саратовская Город Вольск Улица Октябрьская Дом 97;;;;;;;;;;;;;;;;;;;
ATM53217;Область Саратовская Город Саратов Улица Вольская Дом 1;;;;;;;;;;;;;;;;;;;
ATM53336;Область Ростовская Город Ростов-на-Дону Улица Советская Дом 7/1;;;;;;;;;;;;;;;;;;;
ATM53390;Город Москва Проспект Вернадского Дом 88;;;;;;;;;;;;;;;;;;;
ATM53410;Область Орловская Район Орловский Город Орел Площадь Мира Дом 1;;;;;;;;;;;;;;;;;;;
ATM53411;Край Приморский Город Владивосток Улица Садовая Дом 22-1;;;;;;;;;;;;;;;;;;;
ATM53412;Область Сахалинская Город Южно-Сахалинск Бульвар им Анкудинова Федора Степановича Дом 1;;;;;;;;;;;;;;;;;;;
ATM53417;Область Ульяновская Город Ульяновск Проспект Олимпийский Дом 6;;;;;;;;;;;;;;;;;;;
ATM53421;Город Москва Улица Маши Порываевой Дом 34;;;;;;;;;;;;;;;;;;;
ATM53423;Республика Тыва Город Кызыл Улица Чехова Дом 2;SLM расширенн.;Да;Пн-Пт 9:00 - 21:00;Lanit;Lanit;Самара;;;;;;;;;;;;;
ATM53622;Область Московская Район Истринский Деревня Аносино;;;;;;;;;;;;;;;;;;;
ATM53633;Город Москва Улица Земляной Вал Дом 9 Этаж 6;;;;;;;;;;;;;;;;;;;
ATM53635;Область Пензенская Город Пенза Улица Московская Дом 62;;;;;;;;;;;;;;;;;;;
ATM53669;Республика Башкортостан Район Уфимский Город Уфа Улица Рихарда Зорге Дом 11 к. 1А;;;;;;;;;;;;;;;;;;;
ATM53673;Республика Марий Эл Город Волжск Улица Горная Дом 1;;;;;;;;;;;;;;;;;;;
ATM53674;Республика Адыгея Район Тахтамукайский Аул Новая Адыгея Улица Тургеневское шоссе Дом 27;;;;;;;;;;;;;;;;;;;
ATM53675;Область Астраханская Город Астрахань;;;;;;;;;;;;;;;;;;;
ATM53679;Область Астраханская Город Астрахань Улица Яблочкова Дом 26;;;;;;;;;;;;;;;;;;;
ATM53681;Республика Татарстан Город Набережные Челны Улица Машиностроительная Дом 29;;;;;;;;;;;;;;;;;;;
ATM53820;Край Красноярский Город Норильск Улица Талнахская Дом 47;;;;;;;;;;;;;;;;;;;
ATM53822;Край Красноярский Район Таймырский Долгано-Ненецкий Город Дудинка Улица Матросова Дом 14;;;;;;;;;;;;;;;;;;;
ATM53823;Край Красноярский Город Норильск Улица Талнахская Дом 56;;;;;;;;;;;;;;;;;;;
ATM53825;Область Московская Район Раменский Город Раменское Улица Михалевича Дом 1;;;;;;;;;;;;;;;;;;;
ATM53827;Край Приморский Город Владивосток Улица Тигровая Дом 7;;;;;;;;;;;;;;;;;;;
ATM53845;Область Нижегородская Город Нижний Новгород Шоссе Казанское Дом 12/1;;;;;;;;;;;;;;;;;;;
ATM53853;Область Астраханская Район Наримановский Город Нариманов Улица Береговая Дом 4;;;;;;;;;;;;;;;;;;;
ATM53854;Область Астраханская Город Астрахань Улица Адмирала Нахимова Дом 64;;;;;;;;;;;;;;;;;;;
ATM53869;Город Санкт-Петербург Проспект Искровский Дом 29, кор. 2, лит.А;;;;;;;;;;;;;;;;;;;
ATM53871;Область Калужская Район Малоярославецкий Город Малоярославец Улица Гагарина Дом 2а;;;;;;;;;;;;;;;;;;;
ATM53879;Область Московская Район Мытищинский Деревня Шолохово Километр 1-й  автодороги Шолохово-Федоскино Владение 4 стр 2;;;;;;;;;;;;;;;;;;;
ATM53888;Республика Тыва Город Кызыл Улица Красноармейская Дом 137;;;;;;;;;;;;;;;;;;;
ATM53889;Область Ярославская Район Тутаевский Город Тутаев Проспект 50-летия Победы Дом 9А;;;;;;;;;;;;;;;;;;;
ATM53891;Область Московская Район Ногинский Рабочий поселок им. Воровского Улица Рабочая Дом 3а, стр. 1;;;;;;;;;;;;;;;;;;;
ATM53892;Область Московская Район Домодедовский Город Домодедово Улица Корнеева Дом 1А;;;;;;;;;;;;;;;;;;;
ATM53893;Область Московская Город Москва Улица Новодмитровская Дом 1 стр. 1;;;;;;;;;;;;;;;;;;;
ATM53900;Город Санкт-Петербург Улица Коллонтай Дом 3;;;;;;;;;;;;;;;;;;;
ATM53902;Область Вологодская Город Вологда Улица Ленинградская Дом 100;;;;;;;;;;;;;;;;;;;
ATM53903;Область Калининградская Район Гусевский Город Гусев Улица Победы Дом 29;;;;;;;;;;;;;;;;;;;
ATM53905;Область Калининградская Город Калининград Улица Театральная Дом 21;;;;;;;;;;;;;;;;;;;
ATM53910;Область Новосибирская Город Новосибирск Улица Нарымская Дом 102;;;;;;;;;;;;;;;;;;;
ATM53913;Город Санкт-Петербург Улица Ефимова Дом 2;;;;;;;;;;;;;;;;;;;
ATM53918;Край Краснодарский Район Тимашевский Город Тимашевск Улица Гибридная Дом 2;;;;;;;;;;;;;;;;;;;
ATM53922;Край Красноярский Город Красноярск Улица 60 лет Октября Дом 43;;;;;;;;;;;;;;;;;;;
ATM53927;Область Московская Район Одинцовский Деревня Жуковка Шоссе Рублево-Успенское Дом 201;;;;;;;;;;;;;;;;;;;
ATM53928;Край Хабаровский Район Ванинский Рабочий поселок Ванино Улица Волжская Дом 1;;;;;;;;;;;;;;;;;;;
ATM53929;Край Хабаровский Район Охотский Рабочий поселок Охотск Улица Луначарского Дом 18;;;;;;;;;;;;;;;;;;;
ATM53934;Край Камчатский Район Елизовский Город Елизово Улица Завойко Дом 36;;;;;;;;;;;;;;;;;;;
ATM53936;Край Ставропольский Город Ставрополь Улица Ленина Дом 375;;;;;;;;;;;;;;;;;;;
ATM53937;Город Москва Улица Якиманка Б. Дом 9;;;;;;;;;;;;;;;;;;;
ATM53938;Город Москва Улица Якиманка Б. Дом 9;;;;;;;;;;;;;;;;;;;
ATM53939;Область Московская Город Котельники Шоссе Новорязанское Дом 7;;;;;;;;;;;;;;;;;;;
ATM53941;Область Сахалинская Город Южно-Сахалинск Улица Ленина Дом 252;;;;;;;;;;;;;;;;;;;
ATM53944;Область Тамбовская Город Тамбов Улица Советская Дом 148/45;;;;;;;;;;;;;;;;;;;
ATM53948;Город Москва Улица Якиманка Б. Дом 7/8;;;;;;;;;;;;;;;;;;;
ATM53949;Республика Саха /Якутия/ Город Якутск Улица Пояркова Дом 10;;;;;;;;;;;;;;;;;;;
ATM53952;Область Мурманская Город Мурманск Проспект Кольский Дом 158 к.1;;;;;;;;;;;;;;;;;;;
ATM53953;"Край Красноярский Город Красноярск Улица Пограничников Дом 42	12";;;;;;;;;;;;;;;;;;;
ATM53955;Область Московская Город Подольск Улица Рабочая Дом 32/24;;;;;;;;;;;;;;;;;;;
